No,Benchmark,InputData,ID,Kernel,DRAM Frequency,SM Frequency,Elapsed Cycles,Memory [%],SOL DRAM,Duration,SOL L1/TEX Cache,SOL L2 Cache,SM Active Cycles,SM [%],Block Size,Grid Size,Registers Per Thread,Shared Memory Configuration Size,Driver Shared Memory Per Block,Dynamic Shared Memory Per Block,Static Shared Memory Per Block,Threads,Waves Per SM,Block Limit SM,Block Limit Registers,Block Limit Shared Mem,Block Limit Warps,Theoretical Active Warps per SM,Theoretical Occupancy,Achieved Occupancy,Achieved Active Warps Per SM
1510,lud,13568,9,lud_diagonal,808244680.85,1206970301.42,18158,0.1,0.01,15040,9.34,0.05,188.79,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1511,lud,13568,10,lud_perimeter,572105263.16,841557017.54,12832,28.65,20.54,15200,39.74,13.99,9222.5,22.82,32,843,81,65536,0,0,3072,26976,0.53,32,20,32,64,20,31.25,13.45,8.61
1512,lud,13568,11,lud_internal,874416368.45,1301505484.4,4204084,66.24,50.32,3228064,66.26,34.83,4199756.0,50.74,256,710649,30,16384,0,0,2048,181926144,1110.39,32,8,48,8,64,100.0,91.96,58.86
1513,lud,13568,12,lud_diagonal,796413502.11,1189576740.51,18049,0.1,0.01,15168,9.21,0.05,191.74,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1514,lud,13568,13,lud_perimeter,582452431.29,858031624.38,13035,28.28,20.1,15136,39.44,13.77,9311.76,22.45,32,842,81,65536,0,0,3072,26944,0.53,32,20,32,64,20,31.25,13.56,8.68
1515,lud,13568,14,lud_internal,877375326.51,1305947808.45,4193794,66.22,50.32,3209664,66.13,34.93,4196952.22,50.74,256,708964,30,16384,0,0,2048,181494784,1107.76,32,8,48,8,64,100.0,91.96,58.86
1516,lud,13568,15,lud_diagonal,800632911.39,1196059687.06,18146,0.1,0.01,15168,9.34,0.05,188.76,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1517,lud,13568,16,lud_perimeter,553278688.52,815499060.79,12773,28.72,20.48,15616,39.82,14.04,9185.41,22.87,32,841,81,65536,0,0,3072,26912,0.53,32,20,32,64,20,31.25,13.55,8.68
1518,lud,13568,17,lud_internal,876433686.39,1304428968.94,4187989,66.19,50.27,3208512,66.08,34.93,4191751.59,50.7,256,707281,30,16384,0,0,2048,181063936,1105.13,32,8,48,8,64,100.0,91.98,58.87
1519,lud,13568,18,lud_diagonal,801906779.66,1200785663.84,18142,0.1,0.01,15104,9.44,0.05,186.95,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1520,lud,13568,19,lud_perimeter,568750000.0,836577690.97,12893,28.53,20.32,15360,39.28,13.88,9332.33,22.63,32,840,81,65536,0,0,3072,26880,0.53,32,20,32,64,20,31.25,13.56,8.68
1521,lud,13568,20,lud_internal,879450015.98,1309014684.8,4195616,65.89,50.05,3203584,66.01,34.76,4185731.7,50.48,256,705600,30,16384,0,0,2048,180633600,1102.5,32,8,48,8,64,100.0,91.98,58.87
1522,lud,13568,21,lud_diagonal,792631578.95,1185164473.68,18019,0.1,0.01,15200,9.44,0.05,186.93,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1523,lud,13568,22,lud_perimeter,584221748.4,858575426.44,12939,28.32,20.17,15008,39.81,13.85,9164.45,22.54,32,839,81,65536,0,0,3072,26848,0.52,32,20,32,64,20,31.25,13.4,8.58
1524,lud,13568,23,lud_internal,879131879.79,1308395805.8,4184969,65.91,50.06,3196608,66.06,34.67,4172863.51,50.49,256,703921,30,16384,0,0,2048,180203776,1099.88,32,8,48,8,64,100.0,91.98,58.87
1525,lud,13568,24,lud_diagonal,805732484.08,1204075990.8,18152,0.1,0.01,15072,9.44,0.05,186.9,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1526,lud,13568,25,lud_perimeter,554752066.12,816417011.02,12693,28.92,20.47,15488,40.1,14.06,9118.75,22.95,32,838,81,65536,0,0,3072,26816,0.52,32,20,32,64,20,31.25,13.42,8.59
1527,lud,13568,26,lud_internal,879606089.53,1309078928.64,4171460,65.97,50.1,3184480,65.95,34.78,4169741.17,50.54,256,702244,30,16384,0,0,2048,179774464,1097.26,32,8,48,8,64,100.0,91.99,58.87
1528,lud,13568,27,lud_diagonal,800632911.39,1197488132.91,18168,0.1,0.01,15168,9.32,0.05,189.3,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1529,lud,13568,28,lud_perimeter,583333333.33,858929843.3,12894,28.27,20.27,14976,39.92,13.83,9108.79,22.53,32,837,81,65536,0,0,3072,26784,0.52,32,20,32,64,20,31.25,13.41,8.58
1530,lud,13568,29,lud_internal,876755822.6,1304926968.41,4158507,66.01,50.14,3184832,66.02,34.88,4155332.79,50.57,256,700569,30,16384,0,0,2048,179345664,1094.64,32,8,48,8,64,100.0,91.99,58.87
1531,lud,13568,30,lud_diagonal,795693277.31,1191997111.34,18162,0.1,0.01,15232,9.33,0.05,189.19,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1532,lud,13568,31,lud_perimeter,570230607.97,836499825.3,12806,28.53,20.19,15264,39.65,13.92,9188.98,22.67,32,836,81,65536,0,0,3072,26752,0.52,32,20,32,64,20,31.25,13.38,8.56
1533,lud,13568,32,lud_internal,877469539.82,1305949174.3,4152789,65.94,50.09,3177920,66.13,34.82,4138006.99,50.52,256,698896,30,16384,0,0,2048,178917376,1092.03,32,8,48,8,64,100.0,91.97,58.86
1534,lud,13568,33,lud_diagonal,804670912.95,1204772646.85,18164,0.1,0.01,15072,9.35,0.05,188.64,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1535,lud,13568,34,lud_perimeter,573068893.53,842456071.68,12946,28.11,19.96,15328,39.44,13.72,9205.31,22.39,32,835,81,65536,0,0,3072,26720,0.52,32,20,32,64,20,31.25,13.33,8.53
1536,lud,13568,35,lud_internal,873983246.94,1300988850.24,4122707,66.27,50.34,3166944,66.11,34.97,4129770.69,50.77,256,697225,30,16384,0,0,2048,178489600,1089.41,32,8,48,8,64,100.0,91.98,58.87
1537,lud,13568,36,lud_diagonal,807712765.96,1207225177.3,18161,0.1,0.01,15040,9.44,0.05,186.96,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1538,lud,13568,37,lud_perimeter,565439672.8,832332140.42,13072,27.9,19.87,15648,39.4,13.61,9223.17,22.17,32,834,81,65536,0,0,3072,26688,0.52,32,20,32,64,20,31.25,13.32,8.52
1539,lud,13568,38,lud_internal,875819083.64,1303464536.29,4127641,66.03,50.16,3164512,66.17,34.78,4116403.64,50.59,256,695556,30,16384,0,0,2048,178062336,1086.81,32,8,48,8,64,100.0,91.98,58.86
1540,lud,13568,39,lud_diagonal,794926004.23,1190032593.38,18017,0.1,0.01,15136,9.29,0.05,189.78,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1541,lud,13568,40,lud_perimeter,596774193.55,877788978.49,13102,27.67,19.76,14880,39.46,13.57,9157.64,22.08,32,833,81,65536,0,0,3072,26656,0.52,32,20,32,64,20,31.25,13.38,8.57
1542,lud,13568,41,lud_internal,875044369.85,1302478594.72,4112395,66.12,50.23,3155296,65.98,34.87,4118557.61,50.65,256,693889,30,16384,0,0,2048,177635584,1084.2,32,8,48,8,64,100.0,91.98,58.87
1543,lud,13568,42,lud_diagonal,794926004.23,1189085623.68,18001,0.1,0.01,15136,9.44,0.05,186.97,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1544,lud,13568,43,lud_perimeter,556910569.11,817983570.46,12916,28.14,19.89,15744,39.34,13.72,9211.54,22.37,32,832,81,65536,0,0,3072,26624,0.52,32,20,32,64,20,31.25,13.41,8.58
1545,lud,13568,44,lud_internal,878391453.13,1307306519.13,4110187,65.99,50.13,3142016,66.07,34.67,4102559.33,50.56,256,692224,30,16384,0,0,2048,177209344,1081.6,32,8,48,8,64,100.0,91.97,58.86
1546,lud,13568,45,lud_diagonal,792452830.19,1186025943.4,18108,0.1,0.01,15264,9.43,0.05,187.03,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1547,lud,13568,46,lud_perimeter,576923076.92,848514379.76,13110,27.66,19.66,15392,39.36,13.52,9178.85,22.03,32,831,81,65536,0,0,3072,26592,0.52,32,20,32,64,20,31.25,13.42,8.59
1548,lud,13568,47,lud_internal,878787105.73,1307877887.84,4103984,65.94,50.08,3135904,66.02,34.69,4095920.94,50.51,256,690561,30,16384,0,0,2048,176783616,1079.0,32,8,48,8,64,100.0,91.98,58.87
1549,lud,13568,48,lud_diagonal,796413502.11,1191554588.61,18078,0.1,0.01,15168,9.4,0.05,187.74,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1550,lud,13568,49,lud_perimeter,582264957.26,856737446.58,12880,28.2,19.94,14976,40.16,13.75,9010.9,22.4,32,830,81,65536,0,0,3072,26560,0.52,32,20,32,64,20,31.25,13.18,8.44
1551,lud,13568,50,lud_internal,878506013.24,1307436203.28,4086817,66.04,50.17,3123776,65.96,34.91,4089293.91,50.6,256,688900,30,16384,0,0,2048,176358400,1076.41,32,8,48,8,64,100.0,91.97,58.86
1552,lud,13568,51,lud_diagonal,805084745.76,1202672581.21,18171,0.1,0.01,15104,9.37,0.05,188.21,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1553,lud,13568,52,lud_perimeter,577825159.91,848503020.61,12790,28.28,20.02,15008,39.71,13.86,9068.77,22.54,32,829,81,65536,0,0,3072,26528,0.52,32,20,32,64,20,31.25,13.22,8.46
1554,lud,13568,53,lud_internal,879648246.36,1308956593.71,4086136,65.91,50.05,3119456,65.86,34.69,4085869.34,50.49,256,687241,30,16384,0,0,2048,175933696,1073.81,32,8,48,8,64,100.0,91.97,58.86
1555,lud,13568,54,lud_diagonal,809574468.09,1211026152.48,18220,0.1,0.01,15040,9.38,0.05,188.18,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1556,lud,13568,55,lud_perimeter,565488565.49,834362006.24,12893,28.1,19.97,15392,39.5,13.73,9136.34,22.32,32,828,81,65536,0,0,3072,26496,0.52,32,20,32,64,20,31.25,13.32,8.52
1557,lud,13568,56,lud_internal,879772023.34,1309267307.91,4074040,65.94,50.08,3109792,65.89,34.68,4074781.35,50.52,256,685584,30,16384,0,0,2048,175509504,1071.22,32,8,48,8,64,100.0,91.98,58.87
1558,lud,13568,57,lud_diagonal,801687763.71,1198751758.09,18188,0.1,0.01,15168,9.37,0.05,188.2,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1559,lud,13568,58,lud_perimeter,572606382.98,842109929.08,12716,28.36,20.22,15040,39.68,13.88,9052.71,22.61,32,827,81,65536,0,0,3072,26464,0.52,32,20,32,64,20,31.25,13.15,8.42
1560,lud,13568,59,lud_internal,875210983.49,1302522614.26,4052284,66.12,50.23,3109248,65.91,34.87,4062462.36,50.66,256,683929,30,16384,0,0,2048,175085824,1068.64,32,8,48,8,64,100.0,91.98,58.87
1561,lud,13568,60,lud_diagonal,800211416.49,1198731501.06,18148,0.1,0.01,15136,9.32,0.05,189.29,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1562,lud,13568,61,lud_perimeter,560327198.36,823140337.42,12936,27.93,19.95,15648,39.5,13.61,9106.9,22.2,32,826,81,65536,0,0,3072,26432,0.52,32,20,32,64,20,31.25,13.2,8.45
1563,lud,13568,62,lud_internal,876518902.47,1304536721.85,4049571,66.02,50.14,3102240,66.14,34.74,4039335.27,50.58,256,682276,30,16384,0,0,2048,174662656,1066.06,32,8,48,8,64,100.0,91.98,58.87
1564,lud,13568,63,lud_diagonal,799363057.32,1195594479.83,18024,0.1,0.01,15072,9.36,0.05,188.44,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1565,lud,13568,64,lud_perimeter,576759061.83,848758439.94,12793,28.13,19.95,15008,39.61,13.77,9047.7,22.43,32,825,81,65536,0,0,3072,26400,0.52,32,20,32,64,20,31.25,13.16,8.42
1566,lud,13568,65,lud_internal,876083803.84,1303823816.93,4044588,65.94,50.08,3100192,65.99,34.77,4038639.31,50.52,256,680625,30,16384,0,0,2048,174240000,1063.48,32,8,48,8,64,100.0,91.98,58.87
1567,lud,13568,66,lud_diagonal,804140127.39,1202826433.12,18133,0.1,0.01,15072,9.34,0.05,188.93,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1568,lud,13568,67,lud_perimeter,570974576.27,840130649.72,12731,28.32,19.99,15104,38.95,13.8,9224.86,22.48,32,824,81,65536,0,0,3072,26368,0.52,32,20,32,64,20,31.25,13.22,8.46
1569,lud,13568,68,lud_internal,877207959.52,1305633217.87,4039850,65.84,50.02,3092448,66.09,34.74,4022450.88,50.45,256,678976,30,16384,0,0,2048,173817856,1060.9,32,8,48,8,64,100.0,91.99,58.87
1570,lud,13568,69,lud_diagonal,797669491.53,1192940060.03,18022,0.1,0.01,15104,9.34,0.05,188.76,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1571,lud,13568,70,lud_perimeter,590611353.71,869359534.21,12782,28.08,19.93,14656,39.12,13.75,9145.42,22.37,32,823,81,65536,0,0,3072,26336,0.51,32,20,32,64,20,31.25,13.33,8.53
1572,lud,13568,71,lud_internal,874632974.69,1301659027.87,4017284,66.07,50.18,3084256,65.99,34.76,4019474.02,50.61,256,677329,30,16384,0,0,2048,173396224,1058.33,32,8,48,8,64,100.0,91.98,58.87
1573,lud,13568,72,lud_diagonal,802325581.4,1200438248.77,18173,0.1,0.01,15136,9.38,0.05,188.07,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1574,lud,13568,73,lud_perimeter,629484304.93,927900784.75,13295,27.07,19.1,14272,39.3,13.2,9123.17,21.49,32,822,81,65536,0,0,3072,26304,0.51,32,20,32,64,20,31.25,13.15,8.42
1575,lud,13568,74,lud_internal,876788302.52,1304973738.11,4007037,66.07,50.18,3068832,66.1,34.85,4002875.69,50.62,256,675684,30,16384,0,0,2048,172975104,1055.76,32,8,48,8,64,100.0,91.96,58.86
1576,lud,13568,75,lud_diagonal,792368421.05,1184122807.02,18003,0.1,0.01,15200,9.32,0.05,189.28,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1577,lud,13568,76,lud_perimeter,572175732.22,841385547.42,12919,27.71,19.69,15296,38.77,13.55,9198.75,22.09,32,821,81,65536,0,0,3072,26272,0.51,32,20,32,64,20,31.25,13.18,8.44
1578,lud,13568,77,lud_internal,880674635.1,1310723166.62,4016820,65.74,49.94,3062752,66.1,34.67,3992596.02,50.37,256,674041,30,16384,0,0,2048,172554496,1053.19,32,8,48,8,64,100.0,91.98,58.87
1579,lud,13568,78,lud_diagonal,799363057.32,1194654547.06,18015,0.1,0.01,15072,9.37,0.05,188.39,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1580,lud,13568,79,lud_perimeter,575692963.75,847081556.5,12746,28.12,19.95,15008,39.67,13.72,9013.85,22.33,32,820,81,65536,0,0,3072,26240,0.51,32,20,32,64,20,31.25,13.28,8.5
1581,lud,13568,80,lud_internal,874744916.65,1301939004.12,3983619,66.13,50.24,3057824,65.9,34.9,3994999.23,50.67,256,672400,30,16384,0,0,2048,172134400,1050.62,32,8,48,8,64,100.0,91.98,58.87
1582,lud,13568,81,lud_diagonal,796610169.49,1191671080.51,18002,0.1,0.01,15104,9.37,0.05,188.25,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1583,lud,13568,82,lud_perimeter,595085470.09,877170138.89,13186,27.07,19.24,14976,37.98,13.26,9362.26,21.59,32,819,81,65536,0,0,3072,26208,0.51,32,20,32,64,20,31.25,13.28,8.5
1584,lud,13568,83,lud_internal,879401205.15,1308751299.1,3991665,65.84,50.01,3048256,65.91,34.69,3985131.3,50.44,256,670761,30,16384,0,0,2048,171714816,1048.06,32,8,48,8,64,100.0,91.99,58.87
1585,lud,13568,84,lud_diagonal,801470588.24,1197774422.27,18249,0.1,0.01,15232,9.36,0.05,188.61,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1586,lud,13568,85,lud_perimeter,601545253.86,886980316.41,12890,27.7,19.61,14496,39.38,13.54,9042.79,22.03,32,818,81,65536,0,0,3072,26176,0.51,32,20,32,64,20,31.25,13.06,8.36
1587,lud,13568,86,lud_internal,879671520.56,1309191828.26,3984306,65.79,49.98,3041408,66.03,34.67,3967165.65,50.41,256,669124,30,16384,0,0,2048,171295744,1045.51,32,8,48,8,64,100.0,91.98,58.87
1588,lud,13568,87,lud_diagonal,797040169.13,1191805408.74,18043,0.1,0.01,15136,9.43,0.05,186.95,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1589,lud,13568,88,lud_perimeter,562367864.69,827211064.13,12572,28.33,20.09,15136,38.95,13.87,9108.39,22.59,32,817,81,65536,0,0,3072,26144,0.51,32,20,32,64,20,31.25,13.14,8.41
1590,lud,13568,89,lud_internal,874616403.23,1301909214.99,3966463,65.93,50.09,3044864,65.91,34.82,3965094.14,50.52,256,667489,30,16384,0,0,2048,170877184,1042.95,32,8,48,8,64,100.0,91.99,58.87
1591,lud,13568,90,lud_diagonal,797468354.43,1192895130.1,18101,0.1,0.01,15168,9.32,0.05,189.45,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1592,lud,13568,91,lud_perimeter,564989517.82,831084032.15,12725,28.04,19.72,15264,38.94,13.68,9137.05,22.27,32,816,81,65536,0,0,3072,26112,0.51,32,20,32,64,20,31.25,13.1,8.38
1593,lud,13568,92,lud_internal,874052370.39,1301086045.56,3945443,66.12,50.23,3030720,66.09,34.88,3944953.05,50.66,256,665856,30,16384,0,0,2048,170459136,1040.4,32,8,48,8,64,100.0,91.97,58.86
1594,lud,13568,93,lud_diagonal,800000000.0,1196952570.92,18009,0.1,0.01,15040,9.43,0.05,186.97,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1595,lud,13568,94,lud_perimeter,587662337.66,862959956.71,12816,27.77,19.65,14784,38.44,13.59,9214.3,22.12,32,815,81,65536,0,0,3072,26080,0.51,32,20,32,64,20,31.25,13.09,8.38
1596,lud,13568,95,lud_internal,877844761.82,1306594547.72,3948587,65.9,50.06,3020288,65.89,34.83,3946540.31,50.5,256,664225,30,16384,0,0,2048,170041600,1037.85,32,8,48,8,64,100.0,91.98,58.87
1597,lud,13568,96,lud_diagonal,802742616.03,1200279096.34,18210,0.1,0.01,15168,9.41,0.05,187.51,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1598,lud,13568,97,lud_perimeter,580679405.52,856013358.1,12959,27.47,19.59,15072,39.14,13.41,9054.09,21.85,32,814,81,65536,0,0,3072,26048,0.51,32,20,32,64,20,31.25,13.0,8.32
1599,lud,13568,98,lud_internal,878716786.45,1307670676.71,3944402,65.82,49.99,3014432,65.93,34.63,3935051.65,50.43,256,662596,30,16384,0,0,2048,169624576,1035.31,32,8,48,8,64,100.0,91.99,58.87
1600,lud,13568,99,lud_diagonal,792099792.1,1186319733.19,18265,0.1,0.01,15392,9.42,0.05,187.16,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1601,lud,13824,0,lud_diagonal,801486199.58,1197573867.66,18054,0.1,0.01,15072,9.38,0.05,188.24,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1602,lud,13824,1,lud_perimeter,591201716.74,869758136.62,13018,29.02,20.78,14912,40.36,14.1,9325.69,23.01,32,862,81,65536,0,0,3072,27584,0.54,32,20,32,64,20,31.25,13.81,8.84
1603,lud,13824,2,lud_internal,873668246.09,1300219790.42,4419584,65.88,50.04,3397024,65.81,34.49,4421657.01,50.47,256,743044,30,16384,0,0,2048,190219264,1161.01,32,8,48,8,64,100.0,92.0,58.88
1604,lud,13824,3,lud_diagonal,806794055.2,1206752034.68,18193,0.1,0.01,15072,9.31,0.05,189.41,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1605,lud,13824,4,lud_perimeter,598901098.9,880391483.52,12856,29.22,21.07,14560,40.57,14.26,9233.45,23.26,32,861,81,65536,0,0,3072,27552,0.54,32,20,32,64,20,31.25,13.76,8.8
1606,lud,13824,5,lud_internal,881735146.8,1312164420.83,4420486,65.71,49.91,3366816,65.79,34.31,4412277.58,50.34,256,741321,30,16384,0,0,2048,189778176,1158.31,32,8,48,8,64,100.0,92.0,58.88
1607,lud,13824,6,lud_diagonal,801906779.66,1199803584.04,18129,0.1,0.01,15104,9.34,0.05,189.0,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1608,lud,13824,7,lud_perimeter,562244897.96,825478316.33,12987,28.96,20.75,15680,40.09,14.14,9349.15,23.01,32,860,81,65536,0,0,3072,27520,0.54,32,20,32,64,20,31.25,13.78,8.82
1609,lud,13824,8,lud_internal,877026801.87,1305299130.8,4389414,66.03,50.15,3360960,65.96,34.46,4391247.2,50.58,256,739600,30,16384,0,0,2048,189337600,1155.62,32,8,48,8,64,100.0,91.99,58.87
1610,lud,13824,9,lud_diagonal,800847457.63,1197718043.79,18094,0.1,0.01,15104,9.39,0.05,187.91,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1611,lud,13824,10,lud_perimeter,588675213.68,863125445.16,12965,28.92,20.65,14976,40.65,14.14,9195.12,23.01,32,859,81,65536,0,0,3072,27488,0.54,32,20,32,64,20,31.25,13.8,8.83
1612,lud,13824,11,lud_internal,873587557.21,1300100621.71,4384371,65.95,50.09,3370048,65.58,34.5,4405495.65,50.52,256,737881,30,16384,0,0,2048,188897536,1152.94,32,8,48,8,64,100.0,92.01,58.89
1613,lud,13824,12,lud_diagonal,781704781.7,1170348232.85,18019,0.1,0.01,15392,9.44,0.05,186.95,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1614,lud,13824,13,lud_perimeter,580338266.38,852118569.42,12937,29.0,20.7,15136,39.81,14.1,9396.41,23.03,32,858,81,65536,0,0,3072,27456,0.54,32,20,32,64,20,31.25,13.88,8.88
1615,lud,13824,14,lud_internal,877640534.59,1306163839.05,4387109,65.75,49.94,3356896,65.8,34.37,4381092.31,50.37,256,736164,30,16384,0,0,2048,188457984,1150.26,32,8,48,8,64,100.0,92.01,58.88
1616,lud,13824,15,lud_diagonal,794736842.11,1186491228.07,18042,0.1,0.01,15200,9.4,0.05,187.71,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1617,lud,13824,16,lud_perimeter,595444685.47,877993944.32,12995,28.79,20.63,14752,39.52,14.03,9434.14,22.91,32,857,81,65536,0,0,3072,27424,0.54,32,20,32,64,20,31.25,13.79,8.83
1618,lud,13824,17,lud_internal,875850275.15,1303486924.23,4368724,65.87,50.04,3349504,65.88,34.44,4365557.65,50.47,256,734449,30,16384,0,0,2048,188018944,1147.58,32,8,48,8,64,100.0,91.99,58.87
1619,lud,13824,18,lud_diagonal,792016806.72,1182926295.52,18022,0.1,0.01,15232,9.35,0.05,188.85,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1620,lud,13824,19,lud_perimeter,613390928.73,903865190.78,13436,27.85,19.92,14816,40.34,13.57,9244.12,22.13,32,856,81,65536,0,0,3072,27392,0.53,32,20,32,64,20,31.25,13.86,8.87
1621,lud,13824,20,lud_internal,877943218.27,1306611967.57,4369318,65.7,49.91,3341920,65.82,34.35,4358954.59,50.34,256,732736,30,16384,0,0,2048,187580416,1144.9,32,8,48,8,64,100.0,91.99,58.87
1622,lud,13824,21,lud_diagonal,800000000.0,1197606382.98,18016,0.1,0.01,15040,9.34,0.05,188.76,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1623,lud,13824,22,lud_perimeter,586723768.74,864482958.6,12959,28.79,20.66,14944,40.53,14.06,9177.08,22.92,32,855,81,65536,0,0,3072,27360,0.53,32,20,32,64,20,31.25,13.72,8.78
1624,lud,13824,23,lud_internal,876069288.96,1303821177.92,4348393,65.87,50.04,3333056,65.8,34.35,4350390.26,50.47,256,731025,30,16384,0,0,2048,187142400,1142.23,32,8,48,8,64,100.0,92.01,58.89
1625,lud,13824,24,lud_diagonal,814225053.08,1215709041.05,18329,0.1,0.01,15072,9.44,0.05,187.0,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1626,lud,13824,25,lud_perimeter,600217864.92,883079157.59,13010,28.69,20.64,14688,40.67,13.98,9147.38,22.8,32,854,81,65536,0,0,3072,27328,0.53,32,20,32,64,20,31.25,13.65,8.74
1627,lud,13824,26,lud_internal,875332648.02,1302650756.4,4341740,65.83,49.99,3330848,65.98,34.42,4329351.44,50.43,256,729316,30,16384,0,0,2048,186704896,1139.56,32,8,48,8,64,100.0,91.99,58.88
1628,lud,13824,27,lud_diagonal,796842105.26,1193596491.23,18147,0.1,0.01,15200,9.43,0.05,187.05,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1629,lud,13824,28,lud_perimeter,582073434.13,856157757.38,12733,29.26,20.92,14816,39.49,14.27,9396.33,23.28,32,853,81,65536,0,0,3072,27296,0.53,32,20,32,64,20,31.25,13.68,8.76
1630,lud,13824,29,lud_internal,876068211.19,1303934417.14,4328575,65.86,50.03,3317696,65.95,34.32,4320118.81,50.46,256,727609,30,16384,0,0,2048,186267904,1136.89,32,8,48,8,64,100.0,91.99,58.87
1631,lud,13824,30,lud_diagonal,803382663.85,1199017794.22,18154,0.1,0.01,15136,9.43,0.05,187.11,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1632,lud,13824,31,lud_perimeter,595652173.91,873652626.81,12912,28.89,20.57,14720,40.34,14.1,9208.2,22.94,32,852,81,65536,0,0,3072,27264,0.53,32,20,32,64,20,31.25,13.7,8.77
1633,lud,13824,32,lud_internal,877356304.08,1305769585.17,4329290,65.69,49.9,3313664,65.94,34.5,4310499.79,50.33,256,725904,30,16384,0,0,2048,185831424,1134.22,32,8,48,8,64,100.0,91.99,58.88
1634,lud,13824,33,lud_diagonal,807855626.33,1208654016.28,18220,0.1,0.01,15072,9.37,0.05,188.2,0.06,16,1,32,32768,0,0,1024,16,0.0,32,64,96,64,32,50.0,1.56,1.0
1635,lud,13824,34,lud_perimeter,605095541.4,890790870.49,13475,27.57,19.71,15072,40.53,13.46,9131.31,21.95,32,851,81,65536,0,0,3072,27232,0.53,32,20,32,64,20,31.25,13.61,8.71
