No,InputData,Kernel,Data,DataID,DRAMFrequency,SMFrequency,ElapsedCycles,MemoryPercentage,SOLDRAM,Duration,SOLL1/TEXCache,SOLL2Cache,SMActiveCycles,SMPercentage,BlockSize,GridSize,RegistersPerThread,SharedMemoryConfigurationSize,DriverSharedMemoryPerBlock,DynamicSharedMemoryPerBlock,StaticSharedMemoryPerBlock,Threads,WavesPerSM,BlockLimitSM,BlockLimitRegisters,BlockLimitSharedMem,BlockLimitWarps,TheoreticalActiveWarpsperSM,TheoreticalOccupancy,AchievedOccupancy,AchievedActiveWarpsPerSM,variant,BeginAddr,EndAddr,DataSize,CPUPageFault,GPUPagePault,HtoD,DtoH,RemoteMap,label
59,6144,needle_cuda_shared_1,referrence,0,624577510.7570001,933075868.1963004,10618.21,4.4624,2.1144000000000003,11370.24,10.7738,1.1872000000000005,4395.916600000001,1.5376,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6015000000000008,1.0261,11,0x200060000000,0x20006900c004,151044100,433,813,147520.0,0.0,0.0,0
60,6144,needle_cuda_shared_1,input_itemsets,1,624577510.7570001,933075868.1963004,10618.21,4.4624,2.1144000000000003,11370.24,10.7738,1.1872000000000005,4395.916600000001,1.5376,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6015000000000008,1.0261,11,0x200069200000,0x20007220c004,151044100,433,565,147520.0,0.0,0.0,0
61,6400,needle_cuda_shared_1,referrence,0,629891542.6886997,941190683.4183002,10742.18,4.398299999999999,2.0869999999999993,11404.16,10.6578,1.1647,4446.966500000002,1.5155999999999992,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.601800000000001,1.0264,11,0x200060000000,0x200069c4c804,163891204,471,937,160064.0,0.0,0.0,0
62,6400,needle_cuda_shared_1,input_itemsets,1,629891542.6886997,941190683.4183002,10742.18,4.398299999999999,2.0869999999999993,11404.16,10.6578,1.1647,4446.966500000002,1.5155999999999992,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.601800000000001,1.0264,11,0x200069e00000,0x200073a4c804,163891204,471,641,160064.0,0.0,0.0,0
63,6656,needle_cuda_shared_1,referrence,0,627262952.4670997,937349945.2606996,10722.46,4.3922,2.0868,11430.08,10.6593,1.1481,4438.864699999999,1.5168000000000004,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0263,11,0x200060000000,0x20006a90d004,177262596,509,971,173120.0,0.0,0.0,0
64,6656,needle_cuda_shared_1,input_itemsets,1,627262952.4670997,937349945.2606996,10722.46,4.3922,2.0868,11430.08,10.6593,1.1481,4438.864699999999,1.5168000000000004,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0263,11,0x20006aa00000,0x20007530d004,177262596,509,659,173120.0,0.0,0.0,0
65,6912,needle_cuda_shared_1,referrence,0,632967278.7917999,945840157.6836,10788.37,4.3773,2.0784999999999996,11397.12,10.6163,1.1545999999999996,4461.8964,1.5101,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0265,11,0x200060000000,0x20006b64d804,191158276,549,990,186688.0,0.0,0.0,0
66,6912,needle_cuda_shared_1,input_itemsets,1,632967278.7917999,945840157.6836,10788.37,4.3773,2.0784999999999996,11397.12,10.6163,1.1545999999999996,4461.8964,1.5101,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0265,11,0x20006b800000,0x200076e4d804,191158276,549,672,186688.0,0.0,0.0,0
67,7168,needle_cuda_shared_1,referrence,0,627098560.4122,937170896.8306004,10684.34,4.4171,2.0999999999999996,11391.68,10.700299999999997,1.1656,4412.3832,1.5263000000000004,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6019000000000008,1.0264,11,0x200060000000,0x20006c40e004,205578244,589,995,200768.0,0.0,0.0,0
68,7168,needle_cuda_shared_1,input_itemsets,1,627098560.4122,937170896.8306004,10684.34,4.4171,2.0999999999999996,11391.68,10.700299999999997,1.1656,4412.3832,1.5263000000000004,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6019000000000008,1.0264,11,0x20006c600000,0x200078a0e004,205578244,589,669,200768.0,0.0,0.0,0
69,7424,needle_cuda_shared_1,referrence,0,632280549.2418,944594179.8367996,10791.26,4.371499999999998,2.076799999999999,11415.36,10.6383,1.1395999999999995,4445.793700000001,1.5086,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6015000000000006,1.0262,11,0x200060000000,0x20006d24e804,220522500,633,1048,215360.0,0.0,0.0,0
70,7424,needle_cuda_shared_1,input_itemsets,1,632280549.2418,944594179.8367996,10791.26,4.371499999999998,2.076799999999999,11415.36,10.6383,1.1395999999999995,4445.793700000001,1.5086,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6015000000000006,1.0262,11,0x20006d400000,0x20007a64e804,220522500,633,705,215360.0,0.0,0.0,0
71,7680,needle_cuda_shared_1,referrence,0,632426922.0192,944852197.1796,10746.03,4.3919999999999995,2.0806000000000004,11364.48,10.744899999999998,1.1595,4415.134399999999,1.5124000000000004,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0265,11,0x200060000000,0x20006e10f004,235991044,677,1088,230464.0,0.0,0.0,0
72,7680,needle_cuda_shared_1,input_itemsets,1,632426922.0192,944852197.1796,10746.03,4.3919999999999995,2.0806000000000004,11364.48,10.744899999999998,1.1595,4415.134399999999,1.5124000000000004,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0265,11,0x20006e200000,0x20007c30f004,235991044,677,729,230464.0,0.0,0.0,0
73,7936,needle_cuda_shared_1,referrence,0,630233642.1639997,941861801.3841996,10795.6,4.3701,2.0776000000000003,11453.44,10.61,1.1649000000000005,4456.9012,1.5088999999999992,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0264,11,0x200060000000,0x20006f04f804,251983876,723,1106,246080.0,0.0,0.0,0
74,7936,needle_cuda_shared_1,input_itemsets,1,630233642.1639997,941861801.3841996,10795.6,4.3701,2.0776000000000003,11453.44,10.61,1.1649000000000005,4456.9012,1.5088999999999992,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0264,11,0x20006f200000,0x20007e24f804,251983876,723,757,246080.0,0.0,0.0,0
75,8192,needle_cuda_shared_1,referrence,0,623596687.3254,931796142.0344,10649.7,4.4399000000000015,2.1134,11420.16,10.705799999999996,1.1817000000000002,4412.595100000001,1.5356999999999998,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6019000000000012,1.0263,11,0x200060000000,0x200070010004,268500996,770,768,262272.0,0.0,0.0,0
76,8192,needle_cuda_shared_1,input_itemsets,1,623596687.3254,931796142.0344,10649.7,4.4399000000000015,2.1134,11420.16,10.705799999999996,1.1817000000000002,4412.595100000001,1.5356999999999998,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6019000000000012,1.0263,11,0x200080000000,0x200090010004,268500996,770,640,262272.0,0.0,0.0,0
77,8448,needle_cuda_shared_1,referrence,0,632115083.1587001,944493340.4679004,10797.43,4.3717000000000015,2.0755999999999997,11423.36,10.6203,1.1629,4456.080799999999,1.5086999999999997,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6019000000000012,1.0264,11,0x200060000000,0x200071050804,285542404,820,1170,278912.0,0.0,0.0,0
78,8448,needle_cuda_shared_1,input_itemsets,1,632115083.1587001,944493340.4679004,10797.43,4.3717000000000015,2.0755999999999997,11423.36,10.6203,1.1629,4456.080799999999,1.5086999999999997,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6019000000000012,1.0264,11,0x200080000000,0x200091050804,285542404,820,793,278912.0,0.0,0.0,0
79,8704,needle_cuda_shared_1,referrence,0,627951992.8321997,938364893.1528,10678.27,4.431,2.1024,11371.2,10.7468,1.1649999999999998,4406.383199999998,1.5272,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.601800000000001,1.0265,11,0x200060000000,0x200072111004,303108100,870,1204,296064.0,0.0,0.0,0
80,8704,needle_cuda_shared_1,input_itemsets,1,627951992.8321997,938364893.1528,10678.27,4.431,2.1024,11371.2,10.7468,1.1649999999999998,4406.383199999998,1.5272,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.601800000000001,1.0265,11,0x200080000000,0x200092111004,303108100,870,801,296064.0,0.0,0.0,0
81,8960,needle_cuda_shared_1,referrence,0,633017620.7284001,945776671.4598,10813.19,4.365899999999999,2.0711,11424.0,10.5984,1.1585,4472.495200000001,1.5046000000000002,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0264,11,0x200060000000,0x200073251804,321198084,922,1210,313728.0,0.0,0.0,0
82,8960,needle_cuda_shared_1,input_itemsets,1,633017620.7284001,945776671.4598,10813.19,4.365899999999999,2.0711,11424.0,10.5984,1.1585,4472.495200000001,1.5046000000000002,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0264,11,0x200080000000,0x200093251804,321198084,922,824,313728.0,0.0,0.0,0
83,9216,needle_cuda_shared_1,referrence,0,627544250.8096,937467133.1250004,10718.76,4.4047,2.0916,11424.32,10.6894,1.1698,4423.917700000001,1.5201000000000002,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.601800000000001,1.0265,11,0x200060000000,0x200074412004,339812356,974,1227,331904.0,0.0,0.0,0
84,9216,needle_cuda_shared_1,input_itemsets,1,627544250.8096,937467133.1250004,10718.76,4.4047,2.0916,11424.32,10.6894,1.1698,4423.917700000001,1.5201000000000002,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.601800000000001,1.0265,11,0x200080000000,0x200094412004,339812356,974,847,331904.0,0.0,0.0,0
85,9472,needle_cuda_shared_1,referrence,0,631701785.7398,943770895.1757998,10764.63,4.3809999999999985,2.0807999999999995,11396.48,10.6339,1.1464,4440.510700000002,1.5121,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0263,11,0x200060000000,0x200075652804,358950916,1030,1270,350592.0,0.0,0.0,0
86,9472,needle_cuda_shared_1,input_itemsets,1,631701785.7398,943770895.1757998,10764.63,4.3809999999999985,2.0807999999999995,11396.48,10.6339,1.1464,4440.510700000002,1.5121,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0263,11,0x200080000000,0x200095652804,358950916,1030,837,350592.0,0.0,0.0,0
87,9728,needle_cuda_shared_1,referrence,0,628387912.4718,939041585.2364002,10690.71,4.4101,2.0965,11376.0,10.690200000000004,1.1578000000000004,4423.2353,1.5233999999999996,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.601800000000001,1.0264,11,0x200060000000,0x200076913004,378613764,1086,1267,369792.0,0.0,0.0,0
88,9728,needle_cuda_shared_1,input_itemsets,1,628387912.4718,939041585.2364002,10690.71,4.4101,2.0965,11376.0,10.690200000000004,1.1578000000000004,4423.2353,1.5233999999999996,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.601800000000001,1.0264,11,0x200080000000,0x200096913004,378613764,1086,860,369792.0,0.0,0.0,0
89,9984,needle_cuda_shared_1,referrence,0,631767902.1277003,943860790.0902002,10797.22,4.3671000000000015,2.072,11430.72,10.615,1.1611999999999998,4456.715499999998,1.5066000000000006,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6016000000000008,1.0264,11,0x200060000000,0x200077c53804,398800900,1144,1277,389504.0,0.0,0.0,0
90,9984,needle_cuda_shared_1,input_itemsets,1,631767902.1277003,943860790.0902002,10797.22,4.3671000000000015,2.072,11430.72,10.615,1.1611999999999998,4456.715499999998,1.5066000000000006,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6016000000000008,1.0264,11,0x200080000000,0x200097c53804,398800900,1144,857,389504.0,0.0,0.0,0
91,10240,needle_cuda_shared_1,referrence,0,627781008.2837,937971929.7533008,10692.72,4.4258999999999995,2.0952,11391.68,10.7052,1.1695000000000002,4433.0542,1.5231000000000006,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6015000000000006,1.0261,11,0x200060000000,0x200079014004,419512324,1202,1260,409728.0,0.0,0.0,0
92,10240,needle_cuda_shared_1,input_itemsets,1,627781008.2837,937971929.7533008,10692.72,4.4258999999999995,2.0952,11391.68,10.7052,1.1695000000000002,4433.0542,1.5231000000000006,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6015000000000006,1.0261,11,0x200080000000,0x200099014004,419512324,1202,930,409728.0,0.0,0.0,0
93,10496,needle_cuda_shared_1,referrence,0,632118613.1280001,944497619.3356,10813.77,4.3645999999999985,2.0733000000000006,11439.36,10.579399999999998,1.1581,4470.814799999999,1.5064999999999995,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.602000000000001,1.0264,11,0x200060000000,0x20007a454804,440748036,1264,1320,430464.0,0.0,0.0,0
94,10496,needle_cuda_shared_1,input_itemsets,1,632118613.1280001,944497619.3356,10813.77,4.3645999999999985,2.0733000000000006,11439.36,10.579399999999998,1.1581,4470.814799999999,1.5064999999999995,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.602000000000001,1.0264,11,0x200080000000,0x20009a454804,440748036,1264,876,430464.0,0.0,0.0,0
95,10752,needle_cuda_shared_1,referrence,0,630646013.9004997,942343686.4331998,10759.55,4.4044,2.0897,11408.64,10.670900000000003,1.1603,4435.278700000002,1.5194000000000003,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0266000000000002,11,0x200060000000,0x20007b915004,462508036,1326,1331,451712.0,0.0,0.0,0
96,10752,needle_cuda_shared_1,input_itemsets,1,630646013.9004997,942343686.4331998,10759.55,4.4044,2.0897,11408.64,10.670900000000003,1.1603,4435.278700000002,1.5194000000000003,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0266000000000002,11,0x200080000000,0x20009b915004,462508036,1326,909,451712.0,0.0,0.0,0
97,11008,needle_cuda_shared_1,referrence,0,632352801.9519,944790098.6726002,10783.9,4.381599999999999,2.0794999999999995,11404.8,10.615900000000002,1.1356000000000002,4454.266399999999,1.5123,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6019000000000012,1.0263,11,0x200060000000,0x20007ce55804,484792324,1390,1368,473472.0,0.0,0.0,0
98,11008,needle_cuda_shared_1,input_itemsets,1,632352801.9519,944790098.6726002,10783.9,4.381599999999999,2.0794999999999995,11404.8,10.615900000000002,1.1356000000000002,4454.266399999999,1.5123,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6019000000000012,1.0263,11,0x200080000000,0x20009ce55804,484792324,1390,914,473472.0,0.0,0.0,0
99,11264,needle_cuda_shared_1,referrence,0,627575826.1805,937803265.2425,10700.01,4.405399999999998,2.0946,11401.28,10.647500000000004,1.1599000000000002,4436.111799999998,1.5216000000000005,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.601800000000001,1.0265,11,0x200060000000,0x20007e416004,507600900,1454,1409,495744.0,0.0,0.0,0
100,11264,needle_cuda_shared_1,input_itemsets,1,627575826.1805,937803265.2425,10700.01,4.405399999999998,2.0946,11401.28,10.647500000000004,1.1599000000000002,4436.111799999998,1.5216000000000005,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.601800000000001,1.0265,11,0x200080000000,0x20009e416004,507600900,1454,940,495744.0,0.0,0.0,0
101,11520,needle_cuda_shared_1,referrence,0,629012142.7145,939938518.8917004,10758.81,4.3923999999999985,2.083,11437.44,10.671399999999998,1.1617999999999995,4446.2397,1.5135000000000003,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6016000000000008,1.0262,11,0x200060000000,0x20007fa56804,530933764,1522,1400,518528.0,0.0,0.0,0
102,11520,needle_cuda_shared_1,input_itemsets,1,629012142.7145,939938518.8917004,10758.81,4.3923999999999985,2.083,11437.44,10.671399999999998,1.1617999999999995,4446.2397,1.5135000000000003,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6016000000000008,1.0262,11,0x200080000000,0x20009fa56804,530933764,1522,959,518528.0,0.0,0.0,0
103,11776,needle_cuda_shared_1,referrence,0,630188639.7099001,941755167.9972,10743.24,4.395299999999997,2.088400000000001,11398.4,10.665899999999997,1.166,4430.8835,1.5178000000000005,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6019000000000008,1.0265,11,0x200060000000,0x200081117004,554790916,1590,1419,541824.0,0.0,0.0,0
104,11776,needle_cuda_shared_1,input_itemsets,1,630188639.7099001,941755167.9972,10743.24,4.395299999999997,2.088400000000001,11398.4,10.665899999999997,1.166,4430.8835,1.5178000000000005,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6019000000000008,1.0265,11,0x2000a0000000,0x2000c1117004,554790916,1590,940,541824.0,0.0,0.0,0
105,12032,needle_cuda_shared_1,referrence,0,634736742.7171001,948248661.0741998,10846.86,4.3384,2.0610000000000004,11429.12,10.567300000000003,1.1554,4481.429500000001,1.4986000000000008,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6016000000000008,1.0263,11,0x200060000000,0x200082857804,579172356,1660,1443,565632.0,0.0,0.0,0
106,12032,needle_cuda_shared_1,input_itemsets,1,634736742.7171001,948248661.0741998,10846.86,4.3384,2.0610000000000004,11429.12,10.567300000000003,1.1554,4481.429500000001,1.4986000000000008,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6016000000000008,1.0263,11,0x2000a0000000,0x2000c2857804,579172356,1660,964,565632.0,0.0,0.0,0
107,12288,needle_cuda_shared_1,referrence,0,627493838.8260998,937565678.1454,10714.14,4.4182999999999995,2.0942999999999996,11419.2,10.709100000000003,1.1792999999999998,4415.381800000002,1.5225000000000002,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0264,11,0x200060000000,0x200084018004,604078084,1730,1411,589952.0,0.0,0.0,0
108,12288,needle_cuda_shared_1,input_itemsets,1,627493838.8260998,937565678.1454,10714.14,4.4182999999999995,2.0942999999999996,11419.2,10.709100000000003,1.1792999999999998,4415.381800000002,1.5225000000000002,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0264,11,0x2000a0000000,0x2000c4018004,604078084,1730,1058,589952.0,0.0,0.0,0
109,12544,needle_cuda_shared_1,referrence,0,629603031.1017003,940705470.8883004,10741.36,4.3904000000000005,2.086699999999999,11409.6,10.6522,1.1678,4441.530799999999,1.5164000000000002,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6018000000000006,1.0264000000000002,11,0x200060000000,0x200085858804,629508100,1804,1516,614784.0,0.0,0.0,0
110,12544,needle_cuda_shared_1,input_itemsets,1,629603031.1017003,940705470.8883004,10741.36,4.3904000000000005,2.086699999999999,11409.6,10.6522,1.1678,4441.530799999999,1.5164000000000002,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6018000000000006,1.0264000000000002,11,0x2000a0000000,0x2000c5858804,629508100,1804,1010,614784.0,0.0,0.0,0
111,12800,needle_cuda_shared_1,referrence,0,631529893.2232001,943664219.5894996,10789.65,4.3751999999999995,2.0756,11424.64,10.623400000000002,1.162,4466.4552,1.5079999999999998,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6014000000000008,1.0264000000000002,11,0x200060000000,0x200087119004,655462404,1878,1506,640128.0,0.0,0.0,0
112,12800,needle_cuda_shared_1,input_itemsets,1,631529893.2232001,943664219.5894996,10789.65,4.3751999999999995,2.0756,11424.64,10.623400000000002,1.162,4466.4552,1.5079999999999998,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6014000000000008,1.0264000000000002,11,0x2000a0000000,0x2000c7119004,655462404,1878,1035,640128.0,0.0,0.0,0
113,13056,needle_cuda_shared_1,referrence,0,627899634.7807,938221138.6361004,10702.24,4.4144000000000005,2.0934999999999997,11398.72,10.684899999999997,1.158,4429.679300000002,1.5225999999999995,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0263,11,0x200060000000,0x200088a59804,681940996,1954,1615,665984.0,0.0,0.0,0
114,13056,needle_cuda_shared_1,input_itemsets,1,627899634.7807,938221138.6361004,10702.24,4.4144000000000005,2.0934999999999997,11398.72,10.684899999999997,1.158,4429.679300000002,1.5225999999999995,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0263,11,0x2000a0000000,0x2000c8a59804,681940996,1954,1075,665984.0,0.0,0.0,0
115,13312,needle_cuda_shared_1,referrence,0,629008932.9418004,939759419.7928,10746.31,4.3859,2.0835,11425.28,10.678599999999994,1.1514000000000004,4426.3674,1.5146000000000002,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6016000000000008,1.0262,11,0x200060000000,0x20008a41a004,708943876,2030,1603,692352.0,0.0,0.0,0
116,13312,needle_cuda_shared_1,input_itemsets,1,629008932.9418004,939759419.7928,10746.31,4.3859,2.0835,11425.28,10.678599999999994,1.1514000000000004,4426.3674,1.5146000000000002,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6016000000000008,1.0262,11,0x2000a0000000,0x2000ca41a004,708943876,2030,1076,692352.0,0.0,0.0,0
117,13568,needle_cuda_shared_1,referrence,0,610417484.3695997,912238344.8919998,10782.48,4.378599999999999,2.0784999999999996,11810.24,10.624299999999998,1.1619000000000002,4458.4436,1.5106,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.601800000000001,1.0265,11,0x200060000000,0x20008be5a804,736471044,2110,1610,719232.0,0.0,0.0,0
118,13568,needle_cuda_shared_1,input_itemsets,1,610417484.3695997,912238344.8919998,10782.48,4.378599999999999,2.0784999999999996,11810.24,10.624299999999998,1.1619000000000002,4458.4436,1.5106,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.601800000000001,1.0265,11,0x2000a0000000,0x2000cbe5a804,736471044,2110,1057,719232.0,0.0,0.0,0
119,13824,needle_cuda_shared_1,referrence,0,630491906.4837003,942166515.7922004,10772.92,4.3740000000000006,2.0778000000000003,11425.28,10.6346,1.1519,4450.735100000002,1.5098999999999996,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.601800000000001,1.0264,11,0x200060000000,0x20008d91b004,764522500,2190,1649,746624.0,0.0,0.0,0
120,13824,needle_cuda_shared_1,input_itemsets,1,630491906.4837003,942166515.7922004,10772.92,4.3740000000000006,2.0778000000000003,11425.28,10.6346,1.1519,4450.735100000002,1.5098999999999996,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.601800000000001,1.0264,11,0x2000a0000000,0x2000cd91b004,764522500,2190,1089,746624.0,0.0,0.0,0
121,14080,needle_cuda_shared_1,referrence,0,629246004.1478001,940416729.2248994,10761.77,4.387199999999999,2.0837,11434.24,10.6356,1.1663,4447.4149,1.5124999999999995,16.0,50.5,32.0,98304.0,0.0,0.0,2180.0,808.0,0.019800000000000016,32.0,64.0,42.0,64.0,32.0,50.0,1.6017000000000008,1.0264,11,0x200060000000,0x20008f45b804,793098244,2272,1644,774528.0,0.0,0.0,0
